message,severity,attributes,tags,timestamp
Error: BASE_PATH environment variable is required but was not provided.,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.002997539Z
    at file:///app/artifacts/family-portal/node_modules/.vite-temp/vite.config.ts.timestamp-1777967819643-9e3f2e81ba5f6.mjs:20:9,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003007575Z
    at ModuleJob.run (node:internal/modules/esm/module_job:343:25),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003013030Z
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:665:26),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003018811Z
    at async loadConfigFromBundledFile (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:35920:12),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003023605Z
    at async bundleAndLoadConfigFile (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:35808:17),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003030333Z
    at async loadConfigFromFile (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:35775:42),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003036075Z
    at async resolveConfig (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:35424:22),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003041326Z
    at async _createServer (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:25365:67),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003046045Z
,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003114483Z
> @workspace/family-portal@0.0.0 dev /app/artifacts/family-portal,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003117714Z
> vite --config vite.config.ts --host 0.0.0.0,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003120556Z
,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003123447Z
[31mfailed to load config from /app/artifacts/family-portal/vite.config.ts[39m,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003126231Z
[31merror when starting dev server:,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003130126Z
    at async CAC.<anonymous> (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/cli.js:572:18)[39m,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003718204Z
/app/artifacts/family-portal:,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003722667Z
 ERR_PNPM_RECURSIVE_RUN_FIRST_FAIL  @workspace/family-portal@0.0.0 dev: `vite --config vite.config.ts --host 0.0.0.0`,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003725793Z
Exit status 1,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.003729147Z
,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.589180184Z
> @workspace/family-portal@0.0.0 dev /app/artifacts/family-portal,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.589186819Z
> vite --config vite.config.ts --host 0.0.0.0,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.589191015Z
,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.589194312Z
[31mfailed to load config from /app/artifacts/family-portal/vite.config.ts[39m,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989408390Z
[31merror when starting dev server:,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989411148Z
Error: BASE_PATH environment variable is required but was not provided.,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989413954Z
    at file:///app/artifacts/family-portal/node_modules/.vite-temp/vite.config.ts.timestamp-1777967820700-529c966b3fad2.mjs:20:9,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989416554Z
    at ModuleJob.run (node:internal/modules/esm/module_job:343:25),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989420114Z
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:665:26),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989422865Z
    at async loadConfigFromBundledFile (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:35920:12),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989426030Z
    at async bundleAndLoadConfigFile (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:35808:17),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989428759Z
    at async loadConfigFromFile (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:35775:42),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989431520Z
    at async resolveConfig (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:35424:22),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989434160Z
    at async _createServer (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/chunks/config.js:25365:67),error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989437736Z
    at async CAC.<anonymous> (file:///app/node_modules/.pnpm/vite@7.3.2_@types+node@25.3.5_jiti@2.6.1_lightningcss@1.31.1_tsx@4.21.0_yaml@2.8.2/node_modules/vite/dist/node/cli.js:572:18)[39m,error,"{""level"":""error""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.989441147Z
/app/artifacts/family-portal:,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.990322876Z
 ERR_PNPM_RECURSIVE_RUN_FIRST_FAIL  @workspace/family-portal@0.0.0 dev: `vite --config vite.config.ts --host 0.0.0.0`,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.990326213Z
Exit status 1,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:00.990329755Z
,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:01.755289539Z
> @workspace/family-portal@0.0.0 dev /app/artifacts/family-portal,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:01.755295314Z
> vite --config vite.config.ts --host 0.0.0.0,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:01.755299121Z
,info,"{""level"":""info""}","{""project"":""a964056b-6231-477f-9e7e-d8bc3a289d28"",""environment"":""26a57f03-0ca7-4105-ae40-a714fb9d3d48"",""service"":""93c6df08-1ebc-4abb-8337-dfbe773dcac0"",""deployment"":""82e9c28b-6934-4cf9-9438-f5ba1602bd88"",""replica"":""9cafb12e-241e-4151-a925-9c9cb98937ef""}",2026-05-05T07:57:01.755302647Z
